t,q,tau
29.616,-1.190765558,177.8762769
29.62,-1.189347671,176.7581322
29.624,-1.18791335,175.5860109
29.628,-1.186462474,174.3661559
29.632,-1.184993022,173.1141535
29.636,-1.183502666,171.8478876
29.64,-1.18198971,170.5819961
29.644,-1.180453443,169.3243478
29.648,-1.17889424,168.0753592
29.652,-1.177313583,166.8350168
29.656,-1.175713886,165.5995677
29.66,-1.174098132,164.3645322
29.664,-1.172469397,163.1272297
29.668,-1.170830426,161.8875745
29.672,-1.169183354,160.6495278
29.676,-1.167529631,159.4205928
29.68,-1.165870129,158.2108439
29.684,-1.164205345,157.0438865
29.688,-1.162535553,155.9312855
29.692,-1.160860849,154.8495044
29.696,-1.159181408,153.8296493
29.7,-1.15749654,152.154966
29.704,-1.155810642,150.6164795
29.708,-1.154128717,149.4523021
29.712,-1.15272485,134.4596303
29.716,-1.151193859,141.8836626
29.72,-1.149280653,141.6043701
29.724,-1.147247236,141.1020289
29.728,-1.145284362,140.4877886
29.732,-1.143413476,139.2768221
29.736,-1.141627556,131.8596332
29.74,-1.139888207,125.9913364
29.744,-1.138106397,124.0913812
29.748,-1.136230373,122.7511359
29.752,-1.134246028,121.7183224
29.756,-1.13214331,120.6056438
29.76,-1.129913844,119.5792492
29.764,-1.12755871,118.6483519
29.768,-1.125096587,117.2494307
29.772,-1.122554985,115.7652766
29.776,-1.119960897,114.3104602
29.78,-1.117333949,112.9513341
29.784,-1.114680989,111.4916102
29.788,-1.11200471,109.347638
29.792,-1.109300512,107.0741718
29.796,-1.106556716,104.7739923
29.8,-1.103760168,102.4586908
29.804,-1.100899257,100.2248588
29.808,-1.097966403,98.07962478
29.812,-1.094958636,96.01149604
29.816,-1.091876679,94.00078834
29.82,-1.088723723,92.01788365
29.824,-1.085504123,90.02771283
29.828,-1.082222118,87.99585145
29.832,-1.078880764,85.89624378
29.836,-1.075481538,83.71123507
29.84,-1.072024557,81.43712882
29.844,-1.068508928,79.08547021
29.848,-1.06493329,76.68813351
29.852,-1.06129648,74.28895327
29.856,-1.057598148,71.86237559
29.86,-1.053839041,69.42354358
29.864,-1.050020864,66.98180944
29.868,-1.046145811,64.57041797
29.872,-1.04221649,62.32918782
29.876,-1.038234829,60.08680952
29.88,-1.034201813,57.84702948
29.884,-1.030118217,55.60687634
29.888,-1.025984571,53.30141896
29.892,-1.021801262,50.90803578
29.896,-1.017569165,48.51416826
29.9,-1.013289316,46.13853416
29.904,-1.008963022,43.76509581
29.908,-1.004592148,41.38445509
29.912,-1.000178963,38.98799777
29.916,-0.995726045,36.56591081
29.92,-0.991235803,34.09938142
29.924,-0.986710924,31.60452087
29.928,-0.982155276,29.1945814
29.932,-0.977572365,26.73637649
29.936,-0.972964758,24.04352971
29.94,-0.968334468,21.33765521
29.944,-0.963683978,18.60520329
29.948,-0.959015899,16.00329267
29.952,-0.954331562,12.91431897
29.956,-0.95017931,-22.91732158
29.96,-0.947114812,-25.3632436
29.964,-0.945375996,-25.53427428
29.968,-0.945021666,-24.79940665
29.972,-0.945831286,-34.03965686
29.976,-0.947879808,-33.59776279
29.98,-0.951268401,-38.47903617
29.984,-0.956100771,-43.17287843
29.988,-0.962440449,-45.83246314
29.992,-0.970290776,-42.75865993
29.996,-0.979587844,-34.20644438
30,-0.990210824,-24.77177521
30.004,-1.001989705,-14.75630526
30.008,-1.014722833,-6.802580501
30.012,-1.028253708,-7.258362582
30.016,-1.04250247,-10.79249793
30.02,-1.05741398,-16.24305389
30.024,-1.07293118,-17.19555534
30.028,-1.08898476,-15.93718764
30.032,-1.105505468,-14.34055304
30.036,-1.122428108,-12.67276133
30.04,-1.139691214,-11.02016783
30.044,-1.157234892,-9.386892792
30.048,-1.175000342,-7.767816731
30.052,-1.192932627,-6.212247982
30.056,-1.210980551,-4.698855639
30.06,-1.229096836,-3.225440929
30.064,-1.247234445,-1.761417799
30.068,-1.265351291,-0.398271555
30.072,-1.283409452,0.936118867
30.076,-1.301373648,2.249469611
30.08,-1.319145266,14.44791629
30.084,-1.33660132,17.58454537
30.088,-1.353695658,18.3251564
30.092,-1.37038923,18.41798887
30.096,-1.386571462,18.7461793
30.1,-1.402293014,9.535699417
30.104,-1.417662505,9.46851334
30.108,-1.432717131,9.951809727
30.112,-1.447463664,10.87090638
30.116,-1.461892278,12.07151247
30.12,-1.475988572,12.70244564
30.124,-1.489744934,12.52333835
30.128,-1.503158496,12.28632921
30.132,-1.516224579,12.06678858
30.136,-1.528935951,11.88697561
30.14,-1.54128337,11.74180082
30.144,-1.553256113,11.61708806
30.148,-1.564842892,11.50243504
30.152,-1.576033305,11.25372049
30.156,-1.586821315,10.47852458
30.16,-1.597205688,9.579165258
30.164,-1.607186421,8.6553887
30.168,-1.616763307,7.737975745
30.172,-1.625935424,6.849678356
30.176,-1.634700999,6.002451752
30.18,-1.643057405,5.194537531
30.184,-1.651001246,4.424089401
30.188,-1.658528471,3.688015848
30.192,-1.66563446,2.982893846
30.196,-1.672314108,2.305313183
30.2,-1.67856192,1.640722986
30.204,-1.684372092,0.99141239
30.208,-1.689738604,0.35899607
30.212,-1.694655282,-0.257063345
30.216,-1.699115917,-0.857481545
30.22,-1.703114385,-1.443537877
30.224,-1.706644708,-2.016307178
30.228,-1.709701101,-2.577059067
30.232,-1.712278034,-3.127210075
30.236,-1.714370292,-3.668256728
30.24,-1.715973022,-4.201275869
30.244,-1.717081786,-4.726879379
30.248,-1.717692638,-5.246123983
30.252,-1.717802196,-5.75976913
30.256,-1.717407693,-6.268480059
30.26,-1.716507024,-6.772901464
30.264,-1.715086161,-4.972128164
30.268,-1.713119286,-3.581745012
30.272,-1.710587667,-2.986282775
30.276,-1.707482947,-3.273492056
30.28,-1.703808031,-4.478583977
30.284,-1.699577381,-6.593758623
30.288,-1.694816793,-9.572991484
30.292,-1.689558442,-12.53024257
30.296,-1.683823772,-13.24805963
30.3,-1.677620514,-13.74213515
30.304,-1.67095534,-14.14066081
30.308,-1.663835087,-14.52041453
30.312,-1.656267165,-14.89326796
30.316,-1.648259522,-15.26393337
30.32,-1.639820618,-15.63254703
30.324,-1.630959412,-15.99968145
30.328,-1.621685332,-16.3647307
30.332,-1.612008228,-16.72920417
30.336,-1.601938316,-17.09208244
30.34,-1.591486128,-17.45373205
30.344,-1.580662492,-17.81440551
30.348,-1.569478503,-18.17436401
30.352,-1.557945484,-18.5341337
30.356,-1.546074962,-18.89425162
30.36,-1.533878642,-19.25518658
30.364,-1.521368408,-19.61816208
30.368,-1.508556291,-19.98408791
30.372,-1.49545439,-20.34988943
30.376,-1.482074829,-20.72048573
30.38,-1.468429731,-21.09203542
30.384,-1.45453114,-21.46516624
30.388,-1.440391004,-21.84078645
30.392,-1.426017433,-24.31479926
30.396,-1.411413457,-26.48830589
30.4,-1.396582583,-27.91297574
30.404,-1.381531908,-28.52914095
30.408,-1.366278401,-28.11547966
30.412,-1.350852558,-26.77963526
30.416,-1.335292704,-24.51496322
30.42,-1.319639849,-22.22780858
30.424,-1.303931995,-22.23043751
30.428,-1.288201795,-22.37038767
30.432,-1.272479395,-22.57676112
30.436,-1.256794321,-22.78501381
30.44,-1.241176307,-22.99034064
30.444,-1.225655594,-23.19130055
30.448,-1.210262999,-23.38826411
30.452,-1.195029918,-23.58219742
30.456,-1.179988339,-23.7750011
30.46,-1.165170883,-23.97114577
30.464,-1.150610865,-24.17340549
30.468,-1.136342381,-24.38120909
30.472,-1.122400388,-24.59586023
30.476,-1.108820772,-24.81853025
30.48,-1.095640374,-25.05022363
30.484,-1.082896997,-25.29182283
30.488,-1.070629355,-25.54413028
30.492,-1.058877011,-25.80790412
30.496,-1.047680277,-26.08394666
30.5,-1.03708009,-26.37304777
30.504,-1.027117873,-26.6759808
30.508,-1.01783536,-26.99345972
30.512,-1.009274401,-27.32608442
30.516,-1.001476744,-27.67435773
30.52,-0.99448377,-28.03863837
30.524,-0.988336193,-28.41948846
30.528,-0.983073743,-28.8164381
30.532,-0.978734841,-29.22765295
30.536,-0.975356227,-29.65359854
30.54,-0.972972999,-29.35945768
30.544,-0.971618017,-29.16768086
30.548,-0.971320713,-29.24079778
30.552,-0.971503057,-2.606355932
30.556,-0.97143565,-1.374065455
30.56,-0.971018781,-1.108678743
30.564,-0.970476703,-1.081645977
30.568,-0.97275486,-0.833978485
30.572,-0.978027724,-0.175423349
30.576,-0.984086652,-0.82390934
30.58,-0.989785407,-1.338741069
30.584,-0.99505342,-1.093339502
30.588,-1.00002491,0.128987519
30.592,-1.004830487,1.656051867
30.596,-1.009554072,3.303003139
30.6,-1.014214288,5.026136268
30.604,-1.018780991,6.878993481
30.608,-1.023192306,8.801822349
30.612,-1.027386158,10.71869089
30.616,-1.031570597,12.67364223
30.62,-1.036038713,14.65662511
30.624,-1.040638682,16.60322766
30.628,-1.045251921,18.34100743
30.632,-1.049818549,19.96533836
30.636,-1.054324089,21.56542652
30.64,-1.058774718,23.20962709
30.644,-1.063181429,24.78426509
30.648,-1.067551431,26.33104709
30.652,-1.07188542,27.88716064
30.656,-1.076179267,29.48467967
30.66,-1.080427343,31.15204678
30.664,-1.084625335,32.91207784
30.668,-1.088771411,34.78046091
30.672,-1.092865774,36.76097748
30.676,-1.096909431,38.8486441
30.68,-1.10090292,41.05319953
30.684,-1.104845803,43.36787043
30.688,-1.10873691,45.77843823
30.692,-1.112574787,48.26710841
30.696,-1.116358063,50.81507615
30.7,-1.120085649,53.40435561
30.704,-1.123756814,56.01893559
30.708,-1.127371281,58.60161702
30.712,-1.130928895,61.12611797
30.716,-1.134429837,63.52575996
30.72,-1.137874658,65.86751834
30.724,-1.141263786,68.19754087
30.728,-1.144597294,70.51512544
30.732,-1.147874692,72.98851861
30.736,-1.151095183,75.45462705
30.74,-1.154257782,77.89188784
30.744,-1.157361461,80.33107474
30.748,-1.160405254,82.79277525
30.752,-1.163388405,85.30258154
30.756,-1.166310673,87.8858536
30.76,-1.16917208,90.53542133
30.764,-1.171972849,93.23268221
30.768,-1.174713347,95.84530235
30.772,-1.177393602,98.62208266
30.776,-1.180014273,101.7103869
30.78,-1.182576956,104.8125671
30.784,-1.185083235,107.8605025
30.788,-1.187534747,110.7627015
30.792,-1.18993308,114.1185557
30.796,-1.191954757,141.6819889
30.8,-1.193876654,119.8450005
30.804,-1.196096387,107.0361985
30.808,-1.198524768,100.5544951
30.812,-1.201003744,99.58684402
30.816,-1.203138508,127.042874
30.82,-1.205006567,139.1819489
30.824,-1.206811174,150.6029483
30.828,-1.208490726,159.5146221
30.832,-1.20998736,160.8890772
30.836,-1.211401056,150.4270102
30.84,-1.212904603,137.810721
30.844,-1.214564496,125.7578809
30.848,-1.216292337,118.3029711
30.852,-1.217948749,120.0900505
30.856,-1.219417902,126.245325
30.86,-1.22055623,137.2667338
30.864,-1.22118611,141.3230381
30.868,-1.221219657,141.6257554
30.872,-1.22073169,141.1466129
30.876,-1.219890941,140.2991837
30.88,-1.218868175,139.2755289
30.884,-1.217783291,137.7274989
30.888,-1.216701144,135.5612389
30.892,-1.215649336,132.8961489
30.896,-1.214943466,130.263816
30.9,-1.21446779,127.5618394
30.904,-1.213996895,124.3186458
30.908,-1.213506251,121.1912707
30.912,-1.213005811,118.1512782
30.916,-1.212462447,115.2236857
30.92,-1.21182183,112.4931383
30.924,-1.21124115,97.83998351
30.928,-1.210701818,91.15028383
30.932,-1.209995183,89.87145986
30.936,-1.209136363,89.57251344
30.94,-1.208255464,88.7134725
30.944,-1.207241702,98.87254291
30.948,-1.206261445,95.50094016
30.952,-1.205525829,93.0996124
30.956,-1.204936539,91.14309246
30.96,-1.204363097,90.00915669
30.964,-1.203753538,90.16595147
30.968,-1.203116505,90.61249168
30.972,-1.20247453,91.18267468
30.976,-1.201843626,91.78891034
30.98,-1.201236238,92.44808877
30.984,-1.200663649,93.16209029
30.988,-1.200136602,93.89986614
30.992,-1.199663606,94.68743868
30.996,-1.199237684,95.94374558
31,-1.19885342,97.16102923
31.004,-1.198515014,98.37999744
31.008,-1.198222835,99.61738123
31.012,-1.197970582,100.9254593
31.016,-1.197750315,102.2933492
31.02,-1.19755695,103.7404847
31.024,-1.197389453,105.2778609
31.028,-1.197250259,106.9049293
31.032,-1.197144026,108.6242637
31.036,-1.197076292,110.448591
31.04,-1.197052177,112.3538789
31.044,-1.197075503,114.3329454
31.048,-1.197148732,116.3576857
31.052,-1.197272529,118.4073672
31.056,-1.19744589,120.4905116
31.06,-1.197666663,122.6285826
31.064,-1.197931615,124.8286981
31.068,-1.198236722,127.090653
31.072,-1.198577746,129.411093
31.076,-1.19895069,131.7813689
31.08,-1.199351926,134.1905772
31.084,-1.199777771,136.59045
31.088,-1.200224875,138.9896052
31.092,-1.200689936,141.3864648
31.096,-1.20116901,143.7733424
31.1,-1.201657577,146.1435655
31.104,-1.202154252,146.1749119
31.108,-1.202657405,146.4369765
31.112,-1.203164029,147.5106418
31.116,-1.203668954,149.487397
31.12,-1.20416396,152.4272926
31.124,-1.204640112,156.3348016
31.128,-1.205090977,161.1765937
31.132,-1.205515957,166.0594633
31.136,-1.205922984,168.4929086
31.14,-1.206322937,170.5472551
31.144,-1.206724005,172.3213496
31.148,-1.207127286,173.939054
31.152,-1.207525179,175.4231108
31.156,-1.207905412,176.7883491
31.16,-1.208256544,178.1163901
31.164,-1.208570527,179.414232
31.168,-1.208843126,180.6974054
31.172,-1.209072706,181.9614132
31.176,-1.209258923,183.1983205
31.18,-1.209402105,184.3987103
31.184,-1.209502698,185.5534156
31.188,-1.209560787,186.6518831
31.192,-1.209575562,187.694691
31.196,-1.209545229,188.6850927
31.2,-1.209467451,189.628479
31.204,-1.209339973,190.5529723
31.208,-1.209160654,191.4533654
31.212,-1.208927668,192.3227836
31.216,-1.208639214,193.0642991
31.22,-1.20829498,193.8124176
31.224,-1.207894166,194.4595356
31.228,-1.207436065,195.1110762
31.232,-1.206915243,198.3998258
31.236,-1.206324068,202.4864846
31.24,-1.205657075,205.8014229
31.244,-1.204912971,207.8741049
31.248,-1.204094923,207.493535
31.252,-1.203214499,204.8254428
31.256,-1.202277544,199.4274936
31.26,-1.201284511,191.2726597
31.264,-1.200252146,188.1931003
31.268,-1.199182515,186.2547629
31.272,-1.198060848,184.730721
31.276,-1.196879689,183.3906431
31.28,-1.195639982,182.1935498
31.284,-1.19434675,181.0970806
31.288,-1.193007408,180.0478656
31.292,-1.191631441,179.0118791
31.296,-1.190228571,177.9480369
31.3,-1.188806152,176.8364941
31.304,-1.187367643,175.670514
31.308,-1.185912968,174.4565372
31.312,-1.184440107,173.2101432
31.316,-1.182946701,171.9493188
31.32,-1.181431007,170.6889633
31.324,-1.179892267,169.4370669
31.328,-1.178330818,168.194036
31.332,-1.17674812,166.9598651
31.336,-1.175146581,165.7307403
31.34,-1.173529186,164.5022346
31.344,-1.171899027,163.271072
31.348,-1.170258859,162.0374592
31.352,-1.168610813,160.8054505
31.356,-1.166956327,159.5825565
31.36,-1.165296254,158.3788396
31.364,-1.163631059,157.2058039
31.368,-1.161961026,156.0874212
31.372,-1.160286363,155.0340202
31.376,-1.158607174,154.0221641
31.38,-1.156922616,152.3628317
31.384,-1.155236975,150.828753
31.388,-1.153555283,149.6691157
31.392,-1.152151875,134.3760009
31.396,-1.150622336,141.8122528
31.4,-1.14871176,141.5270242
31.404,-1.146687696,141.0250356
31.408,-1.144740657,140.4026685
31.412,-1.142886383,138.2672239
31.416,-1.141123712,130.046879
31.42,-1.139396153,125.7507653
31.424,-1.137613487,124.0656513
31.428,-1.135736969,122.8098726
31.432,-1.133753021,121.8023165
31.436,-1.131649304,120.6818312
31.44,-1.129416797,119.6840906
31.444,-1.127058955,118.6363316
31.448,-1.124596121,117.2154933
31.452,-1.122055544,115.7334192
31.456,-1.119464557,114.2943395
31.46,-1.116840937,112.9635819
31.464,-1.114191833,111.3281399
31.468,-1.111520212,109.128587
31.472,-1.108820683,106.8287487
31.476,-1.106080964,104.503031
31.48,-1.103287533,102.1870249
31.484,-1.100428851,99.96127314
31.488,-1.097497648,97.82849014
31.492,-1.094491329,95.77366893
31.496,-1.091410981,93.77423505
31.5,-1.088260079,91.79847082
31.504,-1.085043123,89.81006926
31.508,-1.081764335,87.77439402
31.512,-1.078426607,85.6662251
31.516,-1.075031171,83.46959096
31.52,-1.071577895,81.18297967
31.524,-1.068065696,78.81993212
31.528,-1.064493143,76.39980561
31.532,-1.060859173,73.94605867
31.536,-1.057163536,71.51501311
31.54,-1.053407022,69.07345322
31.544,-1.049591386,66.6306406
31.548,-1.045718882,64.23227902
31.552,-1.041792119,61.99007023
31.556,-1.037813023,59.74747974
31.56,-1.03378261,57.50796226
31.564,-1.029701696,55.2675959
31.568,-1.025570728,52.93414721
31.572,-1.021390126,50.54252744
31.576,-1.017160832,48.15207552
31.58,-1.012883846,45.77964532
31.584,-1.008560309,43.38976998
31.588,-1.00419208,40.97698052
31.592,-0.999781792,38.54663353
31.596,-0.995332399,36.08829455
31.6,-0.99084661,33.61398644
31.604,-0.98632718,31.11235713
31.608,-0.98177747,28.71982499
31.612,-0.977200381,26.31564997
31.616,-0.972597974,23.88422325
31.62,-0.967971758,21.23992144
31.624,-0.963324372,18.50706929
31.628,-0.95865933,15.8502678
31.632,-0.953977429,12.78149626
31.636,-0.949826811,-22.91462746
31.64,-0.946760983,-25.35625531
31.644,-0.945018509,-25.52849094
31.648,-0.944670579,-24.58066975
31.652,-0.945494236,-33.79982106
31.656,-0.947550319,-33.30475397
31.66,-0.95094157,-38.25473539
31.664,-0.955773366,-42.94495868
31.668,-0.962110252,-45.60984914
31.672,-0.969956581,-42.62574114
31.676,-0.979249288,-34.07897313
31.68,-0.989867942,-24.64726282
31.684,-1.001642792,-14.63277343
31.688,-1.014371191,-6.670843722
31.692,-1.027896987,-7.117187128
31.696,-1.042141199,-10.66101843
31.7,-1.057049215,-16.10706756
31.704,-1.072563715,-17.07018279
31.708,-1.088616185,-15.81971077
31.712,-1.105138063,-14.24483267
31.716,-1.122063558,-12.56385465
31.72,-1.139330567,-10.91730916
31.724,-1.156880132,-9.288725775
31.728,-1.174653055,-7.66755603
31.732,-1.192593928,-6.121005207
31.736,-1.210651228,-4.613170418
31.74,-1.228777527,-3.146182577
31.744,-1.246925625,-1.687693597
31.748,-1.265053263,-0.332790188
31.752,-1.283122349,0.993489394
31.756,-1.301097489,2.298665981
31.76,-1.318880186,14.48029654
31.764,-1.336347598,17.60762054
31.768,-1.353453293,18.34089189
31.772,-1.370162807,18.4263006
31.776,-1.386362741,18.74769192
31.78,-1.402099984,9.583146891
31.784,-1.417483,9.502179955
31.788,-1.432549576,9.970687108
31.792,-1.447307154,10.8705702
31.796,-1.461746052,12.07103978
31.8,-1.475852061,12.69008943
31.804,-1.489617724,12.5050201
31.808,-1.503040282,12.26325597
31.812,-1.516115134,12.04050562
31.816,-1.528835099,11.85871018
31.82,-1.541190945,11.7128422
31.824,-1.553171944,11.5880558
31.828,-1.564766789,11.47408712
31.832,-1.575965092,11.2159985
31.836,-1.586760846,10.43970391
31.84,-1.597152768,9.541436109
31.844,-1.60714078,8.619515855
31.848,-1.616724592,7.710118419
31.852,-1.625903207,6.83439271
31.856,-1.634674804,5.995407913
31.86,-1.643036713,5.182738524
31.864,-1.650985487,4.403329498
31.868,-1.658517016,3.657927264
31.872,-1.66562663,2.94333671
31.876,-1.672309188,2.256442046
31.88,-1.678559177,1.594358333
31.884,-1.684370802,0.954441458
31.888,-1.689738076,0.334360728
31.892,-1.694654865,-0.280316485
31.896,-1.699114988,-0.880116084
31.9,-1.703112347,-1.465945498
31.904,-1.706640982,-2.03866216
31.908,-1.70969514,-2.599487307
31.912,-1.712269319,-3.149777648
31.916,-1.714358339,-3.690966473
31.92,-1.715957383,-4.224053149
31.924,-1.717062043,-4.749628308
31.928,-1.717668402,-5.268727814
31.932,-1.717773106,-5.782121121
31.936,-1.717373411,-6.290482158
31.94,-1.716467234,-6.794463168
31.944,-1.715040428,-4.966712988
31.948,-1.713067041,-3.578000068
31.952,-1.710528386,-2.985742674
31.956,-1.707416154,-3.276935062
31.96,-1.70373328,-4.485902863
31.964,-1.699494278,-6.606443099
31.968,-1.694725067,-9.59208101
31.972,-1.689457958,-12.55471053
31.976,-1.683714498,-13.27272873
31.98,-1.677502485,-13.76715488
31.984,-1.67082864,-14.16532954
31.988,-1.66369981,-14.54381804
31.992,-1.656123356,-14.91542875
31.996,-1.648107199,-15.28449669
32,-1.639659816,-15.65207345
32.004,-1.630790197,-16.0184708
32.008,-1.621507791,-16.38306967
32.012,-1.611822459,-16.74658416
32.016,-1.601744424,-17.10884787
32.02,-1.591284237,-17.4699406
32.024,-1.580452738,-17.82990582
32.028,-1.569261023,-18.18913786
32.032,-1.557720416,-18.54818266
32.036,-1.545842439,-18.90761553
32.04,-1.533638792,-19.26779296
32.044,-1.52112135,-19.62989773
32.048,-1.508302145,-19.99501332
32.052,-1.495193276,-20.36028745
32.056,-1.481806872,-20.73020145
32.06,-1.468155054,-21.10067453
32.064,-1.454249868,-21.47382354
32.068,-1.440103276,-21.84946285
32.072,-1.42572325,-24.40071998
32.076,-1.411112633,-26.56111382
32.08,-1.396274932,-27.97293538
32.084,-1.381217314,-28.56735899
32.088,-1.365956892,-28.13194518
32.092,-1.350524334,-26.77632927
32.096,-1.334958047,-24.49546349
32.1,-1.319299051,-22.20274196
32.104,-1.303585348,-22.20966558
32.108,-1.287849562,-22.35315599
32.112,-1.272121805,-22.55981615
32.116,-1.256431581,-22.76578649
32.12,-1.240808614,-22.97005134
32.124,-1.225283138,-23.17152277
32.128,-1.209885959,-23.37066879
32.132,-1.194648459,-23.56834867
32.136,-1.179602605,-23.7700158
32.14,-1.164780987,-23.97206417
32.144,-1.1502169,-24.1759934
32.148,-1.135944436,-24.38377878
32.152,-1.121998556,-24.59722284
32.156,-1.10841516,-24.81787768
32.16,-1.095231111,-25.04708431
32.164,-1.082484231,-25.28669031
32.168,-1.070213261,-25.5391124
32.172,-1.058457783,-25.80324283
32.176,-1.047258129,-26.07972329
32.18,-1.036655257,-26.36927443
32.184,-1.026690611,-26.6726533
32.188,-1.017405947,-26.99058045
32.192,-1.008843139,-27.32365619
32.196,-1.001043958,-27.6723756
32.2,-0.994049813,-28.03709868
32.204,-0.987901438,-28.41852296
32.208,-0.982638593,-28.81293492
32.212,-0.978299735,-29.22420629
32.216,-0.974921639,-29.65263215
32.22,-0.97253943,-29.36127491
32.224,-0.971185983,-29.17135591
32.228,-0.970890747,-29.24596625
32.232,-0.971075565,-2.608255926
32.236,-0.971010824,-1.374763732
32.24,-0.970596408,-1.115844517
32.244,-0.970366599,-1.081365617
32.248,-0.973408411,-0.830974994
32.252,-0.978979136,-0.460502275
32.256,-0.98501057,-1.136628062
32.26,-0.990629248,-1.553279057
32.264,-0.995848581,-1.096685946
32.268,-1.000803422,0.175514832
32.272,-1.00561212,1.712574031
32.276,-1.010347358,3.35980095
32.28,-1.01501857,5.09554238
32.284,-1.019588964,6.969861325
32.288,-1.023996145,8.901426969
32.292,-1.028305389,10.85557469
32.296,-1.032618365,12.86467559
32.3,-1.037009469,14.89740588
32.304,-1.041554867,16.90387939
32.308,-1.046140688,18.7895286
32.312,-1.050697719,20.51371868
32.316,-1.055201677,22.14799354
32.32,-1.059653811,23.81930509
32.324,-1.064064119,25.40053728
32.328,-1.068440269,26.93023939
32.332,-1.072783191,28.44914918
32.336,-1.077088218,29.99243733
32.34,-1.081348559,31.59263206
32.344,-1.085558528,33.27798596
32.348,-1.089715121,35.07057373
32.352,-1.093817868,36.98063712
32.356,-1.097867719,39.00866471
32.36,-1.101865671,41.16887545
32.364,-1.105811995,43.45760116
32.368,-1.109706175,45.86217721
32.372,-1.113547151,48.36486195
32.376,-1.117333634,50.94554032
32.38,-1.121064392,53.58372411
32.384,-1.124738491,56.25990243
32.388,-1.12835547,58.89116444
32.392,-1.131915384,61.3903968
32.396,-1.135418827,63.83585069
32.4,-1.138866798,66.25440466
32.404,-1.142260064,68.65349272
32.408,-1.14559887,71.0161122
32.412,-1.14888276,73.50716019
32.416,-1.152110741,76.00492714
32.42,-1.155281529,78.45012691
32.424,-1.158393667,80.87772078
32.428,-1.161445671,83.31163387
32.432,-1.164436556,85.78524239
32.436,-1.167365617,88.32172896
32.44,-1.170232427,90.92201217
32.444,-1.173037251,93.5782346
32.448,-1.175780806,96.18105186
32.452,-1.178463625,98.87999919
32.456,-1.18108619,101.8853476
32.46,-1.183650521,104.9546631
32.464,-1.186158314,108.1335092
32.468,-1.188611423,111.0969253
32.472,-1.191012061,114.4464017
32.476,-1.193361699,117.9768954
32.48,-1.195358636,141.9816902
32.484,-1.197266671,120.0214324
32.488,-1.199459098,107.2189895
32.492,-1.201846514,101.2636381
32.496,-1.203921129,130.2335802
32.5,-1.205729534,132.2643379
32.504,-1.207578361,143.5101727
32.508,-1.209362598,155.6156542
32.512,-1.21094994,164.1772937
32.516,-1.212363706,162.2750146
32.52,-1.213753273,151.2255649
32.524,-1.215281873,138.3417373
32.528,-1.216958587,126.4430827
32.532,-1.21861246,117.6804167
32.536,-1.220131766,119.6625509
32.54,-1.221465847,125.2244616
32.544,-1.222468081,136.5845352
32.548,-1.222957839,140.829125
32.552,-1.222760017,141.1763027
32.556,-1.221896593,140.7086818
32.56,-1.220618118,139.7427524
32.564,-1.219277639,138.4155886
32.568,-1.217991401,136.6201062
32.572,-1.216731548,134.2718716
32.576,-1.215477822,131.5933453
32.58,-1.214265635,128.9907692
32.584,-1.21345522,126.1723882
32.588,-1.21280716,123.2343687
32.592,-1.212164636,120.1349205
32.596,-1.211510882,117.0648741
32.6,-1.211157229,95.20173975
32.604,-1.211047788,91.17556616
32.608,-1.210762605,89.79198233
32.612,-1.210218162,88.74099916
32.616,-1.209283522,101.4189152
32.62,-1.2081325,100.4689806
32.624,-1.207100535,98.14438347
32.628,-1.206153422,96.03480266
32.632,-1.205144513,94.07416059
32.636,-1.204176313,92.2784833
32.64,-1.203249396,90.659819
32.644,-1.20236773,89.86030046
32.648,-1.201551804,90.05095218
32.652,-1.200808597,90.2725289
32.656,-1.200125483,90.56643313
32.66,-1.19948165,90.94894957
32.664,-1.198863797,91.453605
32.668,-1.198270965,92.05481037
32.672,-1.197711091,92.76669411
32.676,-1.197196004,93.56402461
32.68,-1.19672499,94.89639346
32.684,-1.19629994,96.24833346
32.688,-1.195931982,97.56835433
32.692,-1.195625239,98.86983309
32.696,-1.19537268,100.1686619
32.7,-1.195161,101.4941521
32.704,-1.194976767,102.8915275
32.708,-1.194810204,104.4156685
32.712,-1.194657761,106.0366762
32.716,-1.194521913,107.7781833
32.72,-1.194409119,109.6145489
32.724,-1.194328,111.536061
32.728,-1.194287626,113.5327791
32.732,-1.194295855,115.5936955
32.736,-1.19435796,117.711337
32.74,-1.194475919,119.867806
32.744,-1.194648998,122.020174
32.748,-1.194874607,124.2041705
32.752,-1.195148455,126.4376312
32.756,-1.195465089,128.7260047
32.76,-1.195818979,131.0694531
32.764,-1.196205311,133.4633273
32.768,-1.196620232,135.8927576
32.772,-1.197060282,138.3164522
32.776,-1.197522144,140.7273229
32.78,-1.198002175,143.1259099
32.784,-1.19849561,145.5049503
32.788,-1.198999938,145.3292847
32.792,-1.19951101,145.6164913
32.796,-1.200022895,146.7188823
32.8,-1.20052793,148.7273898
32.804,-1.201016322,151.6931912
32.808,-1.201479038,155.6233913
32.812,-1.201910807,160.5583594
32.816,-1.202312776,165.490777
32.82,-1.202695066,167.9400243
32.824,-1.203070913,170.0011604
32.828,-1.203450696,171.798201
32.832,-1.203836213,173.3883021
32.836,-1.20422003,174.8495029
32.84,-1.204590019,176.2179688
32.844,-1.204934536,177.5584678
32.848,-1.205245685,178.8579185
32.852,-1.205519308,180.1000165
32.856,-1.205753651,181.3261477
